id,label,fo_energy,fo_entropy,fo_mean,fo_p10,fo_p90,fo_std,glcm_ASM,glcm_contrast,glcm_correlation,glcm_dissimilarity,glcm_energy,glcm_homogeneity
Glenda_v1.5_classes/annots/c_3_v_(video_29.mp4)_f_287.png,annots,0.012053030543008159,0.45712179995330693,14.312454223632812,0.0,109.0,36.625473045416314,0.761620548282024,0.3095588235294118,0.9919445818278756,0.04453125,0.8727085969838722,0.9926988168229677
Glenda_v1.5_classes/annots/c_33_v_(video_1058.mp4)_f_1427.png,annots,0.015160334476251138,0.3954355295284919,2.0443115234375,0.0,0.0,15.085686312144432,0.9614388091231441,0.13558517156862743,0.9796462227345522,0.01654411764705882,0.9805298503049519,0.9975099733632979
Glenda_v1.5_classes/annots/c_137_v_(video_4143.mp4)_f_427.png,annots,0.015539726776761222,0.3848362111434381,0.6758270263671875,0.0,0.0,8.59447080178054,0.9856361283563031,0.11406250000000008,0.9470002107633924,0.015533088235294115,0.9927920700894171,0.997298422414062
Glenda_v1.5_classes/annots/c_6_v_(video_112.mp4)_f_1122.png,annots,0.015049143142100534,0.39836054460048603,2.4929351806640625,0.0,0.0,16.665666095499667,0.9540880220113324,0.1445465686274512,0.9822032798180753,0.020036764705882365,0.9767742843728635,0.9965100788043328
Glenda_v1.5_classes/annots/c_24_v_(video_693.mp4)_f_1495.png,annots,0.013203178832801206,0.44219795755485647,9.585723876953125,0.0,0.0,31.59726156688733,0.8320755386792573,0.6212469362745107,0.9787154982963432,0.084466911764706,0.912181377851506,0.9851820417131553
Glenda_v1.5_classes/annots/c_10_v_(video_185.mp4)_f_112.png,annots,0.015316566737395534,0.3911266198687993,1.503662109375,0.0,0.0,12.965235734963468,0.9714708398498533,0.11286764705882364,0.9769931457751866,0.0146905637254902,0.9856321954087661,0.9974583874098462
Glenda_v1.5_classes/annots/c_86_v_(video_2617.mp4)_f_177.png,annots,0.012713263547474407,0.4470152225704791,11.301406860351562,0.0,104.0,33.03520528254375,0.8027836783708714,0.36750919117647135,0.9882285548904959,0.052895220588235314,0.8959819439924775,0.9902525629557271
Glenda_v1.5_classes/annots/c_58_v_(video_1853.mp4)_f_1061.png,annots,0.007669647793432333,0.5229088736790405,61.545135498046875,0.0,109.0,53.75437369917654,0.4806113635939118,0.7379136029411764,0.9910276717067883,0.09488357843137257,0.6932573016510777,0.9852219771103187
Glenda_v1.5_classes/annots/c_24_v_(video_693.mp4)_f_1697.png,annots,0.013149263594136618,0.4399120344905972,10.025863647460938,0.0,0.0,32.361678672111765,0.8302052940711877,0.4466758578431378,0.9854082684700926,0.06135110294117648,0.9111559679404297,0.9893957893875979
Glenda_v1.5_classes/annots/c_44_v_(video_1373.mp4)_f_211.png,annots,0.015530325894604922,0.3846921531731987,0.7404022216796875,0.0,0.0,9.090034664912531,0.9853877732314714,0.07947303921568638,0.9670562447590978,0.0107077205882353,0.9926669994296203,0.9981493699898566
Glenda_v1.5_classes/annots/c_141_v_(video_4253.mp4)_f_205.png,annots,0.011782361485117363,0.46588651580622803,25.610519409179688,0.0,182.0,62.94877619054979,0.7429645148500652,1.2611443014705914,0.9891630988511062,0.10889246323529439,0.8619529508049477,0.986070573596248
Glenda_v1.5_classes/annots/c_3_v_(video_29.mp4)_f_443.png,annots,0.013190406614772363,0.435657833447921,9.301773071289062,0.0,0.0,30.28651603431539,0.8346241858811257,0.2613204656862746,0.9900342307728958,0.032659313725490205,0.9135776181203683,0.9950274339869418
Glenda_v1.5_classes/annots/c_108_v_(video_3312.mp4)_f_619.png,annots,0.015449591346883177,0.38774890877294876,1.008758544921875,0.0,0.0,10.5648782777758,0.9798750158513094,0.11969975490196089,0.9633599240166686,0.0163296568627451,0.9898863325915058,0.9971590329897478
Glenda_v1.5_classes/annots/c_14_v_(video_425.mp4)_f_118.png,annots,0.015301932841503912,0.39173509003526163,1.553863525390625,0.0,0.0,13.171949059694217,0.9704609080031972,0.11795343137254916,0.9767648334312506,0.01623774509803922,0.9851197321154026,0.997117283970821
Glenda_v1.5_classes/annots/c_23_v_(video_672.mp4)_f_13.png,annots,0.015142733747593217,0.39839395611942496,1.9991607666015625,0.0,0.0,14.724123717287096,0.9585842952412992,0.3055300245098042,0.951882647383908,0.040931372549019636,0.9790730372420954,0.9929753065635609
Glenda_v1.5_classes/annots/c_3_v_(video_29.mp4)_f_480.png,annots,0.012205886203088474,0.4525822855302038,13.535293579101562,0.0,109.0,35.779841923959204,0.7715167282086897,0.3307598039215687,0.9909694569924237,0.03910845588235294,0.8783602182347454,0.9940461172469397
Glenda_v1.5_classes/annots/c_9_v_(video_170.mp4)_f_111.png,annots,0.015315145795663206,0.39118594928863126,1.506866455078125,0.0,0.0,12.985981886514118,0.9713955495468456,0.11208639705882367,0.9772554393003269,0.014629289215686278,0.9855940016737221,0.9974924340851274
Glenda_v1.5_classes/annots/c_144_v_(video_4371.mp4)_f_66.png,annots,0.012510416162397902,0.4494132362612983,12.26202392578125,0.0,109.0,34.27846319511654,0.7903345615925235,0.32182904411764746,0.9904249751221026,0.047319240196078416,0.8890076255984729,0.9912679825080177
